GC_content,transitions,transversions,insertions,deletions
0.0,0.0,0.0,0.0,0.0
0.05,0.0,0.0,0.0,0.0
0.1,0.0033333333333333335,0.036666666666666674,0.013333333333333334,0.016666666666666666
0.15,0.010757575757575764,0.030303030303030325,0.020000000000000014,0.017727272727272737
0.2,0.014021244309559843,0.031927162367223,0.016373292867981604,0.01918057663125929
0.25,0.01408163265306139,0.03006802721088465,0.01658588435374174,0.018992346938775793
0.3,0.013888982621900085,0.029245824194365385,0.01647376413025191,0.019114223047073196
0.35,0.013013031873135898,0.027918825561310975,0.01660935782697491,0.018937038781599202
0.4,0.013246410035976099,0.027459483554611013,0.0168774477027347,0.019195083898485857
0.45,0.015035076981017293,0.02812373463908945,0.01725363717688025,0.01944755716683412
0.5,0.01626806280848711,0.028764933113975683,0.017734458831090226,0.01956443593961601
0.55,0.017310338548768858,0.029660540793623562,0.017825770286251773,0.019567937362609148
0.6,0.01874284786754465,0.030919530901260976,0.018466907438212284,0.019589335713989752
0.65,0.02019591379792909,0.03287153652392992,0.018208788133221816,0.019493422893927127
0.7,0.02353801169590636,0.040058479532163654,0.019385964912280604,0.02078947368421045
0.75,0.0033333333333333335,0.006666666666666667,0.006666666666666667,0.006666666666666667
0.8,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0
0.9,0.0,0.0,0.0,0.0
0.95,0.0,0.0,0.0,0.0
