name,transitions,transversions,insertions,deletions
flat,0.020522044228834302,0.008977129010170557,0.006079905549351219,0.008060078722357185
all_polymers,0.020365613546307247,0.01205378263965762,0.0,0.02733718227112168
post_all_polymer,0.02888622039471573,0.013764636595553029,0.009358954219827503,0.020681288897699383
AT_polymers,0.016103559282971032,0.009466276679841904,0.0,0.024525132287941342
post_AT_polymers,0.02664311443696207,0.01066706145503517,0.008592199201276495,0.020024418811969508
GC_polymers,0.028103431687135035,0.017063515866946793,0.0,0.03260564217618503
post_GC_polymers,0.030812755567687047,0.018616623924832678,0.008435714231574036,0.021613263700009253
"Repeat 3, 3",0.013881740404124444,0.004140492336656602,8.025360138036194e-06,0.011603285902137564
"Post_Repeat 3, 3",0.014712147316837159,0.00608905090508133,0.004378936684538175,0.011669522092250773
"Repeat 2, 3",0.022487481395305133,0.007794547021383357,0.0,0.02336369221168811
"Post_Repeat 2, 3",0.014506527560948387,0.006166516911957012,0.016492860241238406,0.01421863156040825
