name,transitions,transversions,insertions,deletions
flat,0.020237746850923118,0.013976897847553543,0.01728037597059561,0.024069214748342206
all_polymers,0.020732141541207477,0.014805295866958695,0.0,0.0707726581199343
post_all_polymer,0.019914807536242075,0.016401072448752593,0.02044869452369816,0.058705309693682685
AT_polymers,0.013648653123760412,0.012415458569380146,0.0,0.06265248092448199
post_AT_polymers,0.01889810368987553,0.01531420133697658,0.020717599684963967,0.05478040309641306
GC_polymers,0.032051503430817474,0.017819616114328654,0.0,0.08505395723361195
post_GC_polymers,0.021143430565263386,0.0180136357127427,0.017058851137086477,0.06526830602519455
"Repeat 3, 3",0.009499501037885189,0.005205125289145907,0.00027682172159644,0.0314815755076833
"Post_Repeat 3, 3",0.010756655205503585,0.006099032856394451,0.010112848296347173,0.037070868275962114
"Repeat 2, 3",0.010392005902482336,0.008484264835484331,0.0,0.06123452191833235
"Post_Repeat 2, 3",0.015812540793797483,0.008961175561486269,0.015638927665957987,0.046611365950990254
