block,transitions,transversions,insertions,deletions
0.1,0.020891300377191127,0.009327730223686229,0.00725549681227908,0.011142124787477732
0.2,0.025629914394884157,0.011340939380869058,0.008975733068693877,0.013350459449316645
0.30000000000000004,0.0255068450183778,0.010545573341794071,0.008653343618165095,0.013695600661261544
0.4,0.02505524939833351,0.011261604783276256,0.00853688173844525,0.012895704362570976
0.5,0.024979405981208156,0.011407513081537445,0.009152349674090052,0.01336948452151968
0.6,0.024950822074045392,0.011066917257157832,0.008585689463228283,0.013053302259965793
0.7,0.024884250393274583,0.01135410883898654,0.008535717161643551,0.012883315962305823
0.7999999999999999,0.02531532656697935,0.011672583610159005,0.008551108931428675,0.012501102114613005
0.9,0.024709860071758478,0.010997243368737598,0.008436768240856027,0.012260849797329075
1.0,0.0100523492660183,0.0043470591188283295,0.003208000317664152,0.004545772291355701
