Size,Count
1,849877
2,325006
3,134884
4,63740
5,28628
6,14799
7,7981
8,4382
9,2483
10,1452
11,850
12,556
13,346
14,259
15,137
16,124
17,84
18,69
19,52
20,48
21,38
22,35
23,30
24,32
25,25
26,17
27,16
28,10
29,13
30,8
31,13
32,12
33,7
34,6
35,7
36,6
37,13
38,2
39,6
40,5
41,3
42,3
43,5
44,6
45,2
46,3
47,2
48,3
49,1
50,4
51,6
52,3
54,2
58,1
59,2
60,4
63,1
64,1
66,4
67,2
69,1
70,1
71,1
74,2
75,1
77,1
78,1
84,1
85,2
87,1
91,2
92,1
97,1
98,1
100,1
112,1
121,1
146,1
152,1
159,1
169,1
174,1
213,1
319,1
