name,transitions,transversions,insertions,deletions
flat,0.01992045520882678,0.007761955092570229,0.0001969635737653929,0.0002567318306321328
all_polymers,0.01071717457051064,0.005516924569740244,0.0,0.0023558664144704504
post_all_polymer,0.01498877210427268,0.0068611004065725475,0.0005292398783452273,0.001987004717407479
AT_polymers,0.00888038137391601,0.004039962499228142,0.0,0.0021380845573065054
post_AT_polymers,0.014572991220870166,0.004846693443001696,0.0005585774695982409,0.001791560871291139
GC_polymers,0.014553102883689743,0.007963459549787003,0.0,0.002450662030966408
post_GC_polymers,0.01542155626330358,0.010396724697125425,0.0004634178427083295,0.002436600570586237
"Repeat 3, 3",0.007781165316084929,0.0032188055299369506,0.0,0.0006547459008043826
"Post_Repeat 3, 3",0.008233203460471138,0.003570817767973151,0.0,0.0004862254660984422
"Repeat 2, 3",0.012779902644607226,0.00474019291796369,0.0,0.0010681400547747882
"Post_Repeat 2, 3",0.012037144417012733,0.0037679303554446863,0.00013376113561048823,0.0008058792709458541
