GC,Q_score
0.0,0.0
0.05,0.0
0.1,14.060666666666668
0.15,15.43415887850467
0.2,14.95455696202533
0.25,14.511790504898258
0.3,14.10291500948423
0.35,13.73979240423819
0.4,13.473779474648397
0.45,13.421844967312817
0.5,13.346353471021239
0.55,13.16144610005937
0.6,12.895179820926305
0.65,12.47339450634575
0.7,11.92494108983801
0.75,11.701111111111107
0.8,9.933333333333332
0.85,0.0
0.9,0.0
0.95,0.0
