homopolymer_size,transitions,transversions,insertions,deletions
3,0.021448011076425286,0.015114176014072746,0.01714218853834997,0.054123110072198034
4,0.019397429732105936,0.01595531092302267,0.014723434025954243,0.07294000286568225
5,0.016052060228494446,0.016099593026972583,0.010119502950285436,0.09693820895359143
6,0.011132784207812968,0.013482075387574753,0.005514035566806668,0.09863113795241184
7,0.006069229568244071,0.007564849628509535,0.001700649853931914,0.06303920710978504
8,0.001853779504408929,0.0029205987631490266,0.000342812853991534,0.023038115803076846
9,0.0003080347383692046,0.0007551819392277267,4.471472008585226e-05,0.0029462032234344854
10,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0
