Run,Avg_Q_score,GC_polymer,AT_polymer,All_polymer,Repeat_Size_2,Repeat_Size_3
ERR5984556_GC_Q.csv,21.99036194477735,20.39078900582959,24.710514941279296,22.55065197355444,22.262902783730055,21.089305908071005
ERR8958459_GC_Q.csv,80.76357136102483,78.15023246866615,82.45838163059504,80.3043070496306,82.41472095201456,79.73105894790837
SRR8749635_1_GC_Q.csv,13.060958087128876,15.329430639213836,17.01812084936264,16.173775744288236,4.622825206894271,13.24079263064676
SRR8859047_1_GC_Q.csv,12.912165327093817,13.26800382484885,15.70887317472419,14.48843849978652,12.694234791519396,12.071063951878914
SRR24139791_1_GC_Q.csv,25.48069182868042,25.383958095788262,25.567161044926486,25.475559570357376,25.485850790189954,25.471062507423763
