block,transitions,transversions,insertions,deletions
0.1,0.014428150806589856,0.0062939703316265095,0.00040806764085177195,0.00046009512208669686
0.2,0.019623737444571705,0.008576784962975054,0.0008071010850775845,0.0008561545584078865
0.30000000000000004,0.019689133817753158,0.008910609021174328,0.0011893776709077585,0.0010874407392351382
0.4,0.02037877587647374,0.008535269089713252,0.001103204624897948,0.0009160099797971189
0.5,0.01924834734460438,0.009368387077417144,0.0011745104373288128,0.0009530098904317034
0.6,0.019800983641302686,0.008804547843000231,0.0011887716612958292,0.0011676853241387396
0.7,0.019564027339325555,0.008511686720795891,0.001208349584798108,0.0011688376831966913
0.7999999999999999,0.02038672853693078,0.008815814241695929,0.001093204101697966,0.000950957086797297
0.9,0.020961630988123894,0.007986456927492298,0.0006078113570649558,0.0007509294252321955
1.0,0.0077122546981591425,0.0035613831022004603,0.00013959448026349634,0.0001630966938426856
