GC,Q_score
0.0,0.0
0.05,0.0
0.1,13.826923076923077
0.15,15.973555383898665
0.2,15.9085375008619
0.25,17.610419131663896
0.3,18.473017974171732
0.35,18.726253432905644
0.4,18.709620247338005
0.45,18.9360750250448
0.5,19.141187748469434
0.55,19.36346510164851
0.6,19.333439636422227
0.65,19.069802539962755
0.7,18.429328476151657
0.75,16.9804007809534
0.8,0.0
0.85,0.0
0.9,0.0
0.95,0.0
