GC_content,transitions,transversions,insertions,deletions
0.0,0.0,0.0,0.0,0.0
0.05,0.0,0.0,0.0,0.0
0.1,0.0,0.0,0.0,0.0
0.15,0.01,0.04,0.01,0.02
0.2,0.016153846153846154,0.008461538461538461,0.008461538461538461,0.01307692307692308
0.25,0.012795031055900626,0.011304347826086964,0.006086956521739135,0.00552795031055901
0.3,0.01151150054764504,0.007721796276013079,0.0048083242059145295,0.004895947426067868
0.35,0.00941087613293048,0.006072507552870016,0.004330312185297019,0.004038267875125822
0.4,0.009025974025974144,0.005062530062530089,0.004461279461279458,0.003997113997113947
0.45,0.00991222070223467,0.004784541723666268,0.0043308253533972715,0.0032022343821250733
0.5,0.011824627405585528,0.005044856026624258,0.004251193749095546,0.0029337288380842526
0.55,0.012872073158477115,0.005285900914480968,0.004075972264094104,0.002880112551502488
0.6,0.014542219346489901,0.006363636363636367,0.004040763506955611,0.0030378518278873687
0.65,0.016548117154811633,0.008075313807531346,0.0035983263598326387,0.0031589958158995835
0.7,0.018181818181818184,0.012727272727272728,0.009545454545454544,0.004545454545454545
0.75,0.03,0.025,0.0,0.015
0.8,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0
0.9,0.0,0.0,0.0,0.0
0.95,0.0,0.0,0.0,0.0
