GC_content,transitions,transversions,insertions,deletions
0.0,0.0,0.0,0.0,0.0
0.05,0.0,0.0,0.0,0.0
0.1,0.0,0.0,0.0,0.0
0.15,0.0,0.0,0.0,0.0
0.2,0.01,0.0,0.0,0.0
0.25,0.01,0.006,0.0,0.0
0.3,0.013285714285714291,0.012428571428571433,0.0005714285714285715,0.0005714285714285715
0.35,0.010672947510094156,0.00897711978465675,0.00044414535666218054,0.0003633916554508749
0.4,0.013258426966292303,0.008441011235955103,0.00024051966292134848,0.00014044943820224728
0.45,0.01514389074058817,0.008447687179903973,0.00011747012438013117,7.397772538817988e-05
0.5,0.017279084896446653,0.008791788644328594,5.3308757092775006e-05,5.8549278976471425e-05
0.55,0.019632015292862567,0.009574043676104356,3.656990878301164e-05,4.654352026928744e-05
0.6,0.021877546129880698,0.010502036903906276,2.336448598130842e-05,2.995446920680567e-05
0.65,0.024354770912148088,0.011895754518705386,4.203446826397646e-06,7.566204287515764e-05
0.7,0.025357142857142873,0.012678571428571431,0.0010714285714285715,0.0007142857142857143
0.75,0.065,0.02,0.005,0.0
0.8,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0
0.9,0.0,0.0,0.0,0.0
0.95,0.0,0.0,0.0,0.0
