block,transitions,transversions,insertions,deletions
0.1,0.016971571431418538,0.007695623837718481,5.9807202021431734e-05,7.489600490631633e-05
0.2,0.019033585004013302,0.0076349826491116345,0.00010403506076078567,0.00012684379704400796
0.30000000000000004,0.01936839162186286,0.007876024995176508,0.00011540864474695306,0.00016548552297812952
0.4,0.019475631022178388,0.008291964262854353,0.00013685606051432918,0.00016259814714885657
0.5,0.019396632041907915,0.008016039036406955,0.00014882739146650903,0.00019252435130485537
0.6,0.01947387881286409,0.008049662180895121,0.0001446182412138245,0.00012657440436159663
0.7,0.01922748129302038,0.008287150460928521,0.00013126534037705771,0.00014489198103338774
0.7999999999999999,0.019381971370450054,0.008128622617746663,0.00013836619164714722,0.00012023703448723533
0.9,0.01903193922166318,0.00757307230335016,7.548333693420347e-05,0.0001303208263252183
1.0,0.0017798038165696246,0.0009151247363349368,1.6325320539506134e-06,0.0
