name,transitions,transversions,insertions,deletions
flat,0.020423356228842723,0.008386673742757237,2.9008714217751012e-05,3.185869315844234e-05
all_polymers,0.016550982483533913,0.007985908366860299,0.0,0.00044782345710315944
post_all_polymer,0.022196334246139232,0.009530536535376716,0.00017216948813040013,0.0003826701316433647
AT_polymers,0.015345638400342546,0.005092972554422093,0.0,0.0003872805650593893
post_AT_polymers,0.02011614992035624,0.0070758214114325,0.00015031145819985922,0.00031199716584223003
GC_polymers,0.017475896212830667,0.012128504831687084,0.0,0.0003707771750008585
post_GC_polymers,0.023188608115672166,0.012598371785101835,0.0001453996128971345,0.0003628302569670647
"Repeat 3, 3",0.0013104310008077312,0.00039213381073599106,0.0,2.111700082950614e-05
"Post_Repeat 3, 3",0.000977198697068404,0.0007647641977057074,1.41622999575131e-05,0.0
"Repeat 2, 3",0.004814416845644719,0.0018191419667839524,0.0,0.00013902657791625358
"Post_Repeat 2, 3",0.004142472737572582,0.00141622999575131,0.0001557852995326441,2.1243449936269652e-05
