Run,Avg_Q_score,GC_polymer,AT_polymer,All_polymer,Repeat_Size_2,Repeat_Size_3
ERR059416_1_GC_Q.csv,38.081518748031385,34.089559826811694,34.27329903963164,34.181429433221666,26.418822458936642,34.701022815905375
SRR1024804_1_GC_Q.csv,37.35202165572615,29.133320491244287,36.12643970761892,32.6298800994316,27.21722335854543,36.25448927038268
