GC_content,transitions,transversions,insertions,deletions
0.0,0.0,0.0,0.0,0.0
0.05,0.013000000000000001,0.014000000000000002,0.002,0.001
0.1,0.010594059405940597,0.008415841584158418,0.0006930693069306931,0.001089108910891089
0.15,0.002038327526132406,0.0034843205574912914,0.00033101045296167253,0.00033101045296167253
0.2,0.002123562449852878,0.0019015779620219168,0.00014709815458678797,0.00029954533297673193
0.25,0.0014773825208607677,0.0009398331137461452,0.00014492753623188416,0.00023188405797101348
0.3,0.0014330098943645773,0.000913914248840881,7.982410018641563e-05,0.00020075522202571368
0.35,0.0016635140050927622,0.0012135321935249585,6.729719898144784e-05,0.00014514368861403998
0.4,0.001711874370171326,0.0013432146456164383,8.649647295935508e-05,0.00016543500167954153
0.45,0.0016463954002654338,0.00118863334807609,5.307386112339676e-05,0.00016032728881025995
0.5,0.0015384032722314967,0.0010725647629146943,4.923496439933346e-05,9.846992879866693e-05
0.55,0.0015405993233445867,0.0010657322377960235,2.5374577090381834e-05,6.283228612856455e-05
0.6,0.0017599159443130888,0.0012345679012345577,3.4147622800105064e-05,6.566850538481746e-05
0.65,0.0018076644974692655,0.0017208966015907425,6.50759219088937e-05,6.50759219088937e-05
0.7,0.0028793774319066166,0.0024902723735408575,3.891050583657588e-05,7.782101167315176e-05
0.75,0.004242424242424244,0.003333333333333334,0.00015151515151515152,0.0006060606060606061
0.8,0.0038461538461538464,0.006923076923076922,0.0,0.0
0.85,0.0,0.0,0.0,0.0
0.9,0.0,0.0,0.0,0.0
0.95,0.0,0.0,0.0,0.0
