name,transitions,transversions,insertions,deletions
flat,0.0055365377514376615,0.006125892589019063,5.5712644671747596e-05,6.745477157565852e-05
all_polymers,0.005570668406097006,0.006241211498748409,0.0,0.000852252019677692
post_all_polymer,0.006362834483051684,0.008273437863952883,0.0005455258830968532,0.0011739833364935693
AT_polymers,0.003433408048168236,0.004309283567766498,0.0,0.0008194283335848118
post_AT_polymers,0.004106386290414919,0.006751360696682823,0.000594496290620704,0.0010023668125879648
GC_polymers,0.005942223923076981,0.006139972741180001,0.0,0.0005164459345598899
post_GC_polymers,0.005601397423169822,0.006178992501505463,0.00020004947738840606,0.0008467920625412605
"Repeat 3, 3",0.00025188257512334466,0.0002415904775343982,0.0,4.114210483008311e-05
"Post_Repeat 3, 3",0.00040730683781782273,0.0005801036781041718,0.0,5.7598946762116343e-05
"Repeat 2, 3",0.0015343371136886767,0.0013128965280134878,0.0,0.0001364969980899602
"Post_Repeat 2, 3",0.0013242468056094325,0.0016114186973234129,2.8799473381058172e-05,0.0002006559226998625
