name,transitions,transversions,insertions,deletions
flat,0.0009122395690691644,0.01298080693804323,3.093571249586235e-06,5.095293822847916e-06
all_polymers,0.0008120818760446139,0.011811965227822189,0.0,0.00010898070864011365
post_all_polymer,0.001419997455155647,0.014867957344145673,3.176141649844654e-05,6.942346419572293e-05
AT_polymers,0.0008175081139513344,0.012165754074444233,0.0,0.00011542106548608551
post_AT_polymers,0.0007033183125302872,0.009367372192896312,1.556538311116692e-05,3.78492796745105e-05
GC_polymers,0.0010471150827423804,0.012180941042290621,0.0,4.7589631405778595e-05
post_GC_polymers,0.0011663953153438595,0.015352009181006621,2.0040664329803748e-05,5.1032206187029434e-05
"Repeat 3, 3",0.00010480473292287812,0.0007701834404379922,0.0,2.424499950388844e-05
"Post_Repeat 3, 3",3.400840007481848e-05,0.0005271302011596864,0.0,0.0
"Repeat 2, 3",0.00019180004158615303,0.0035847143492736258,0.0,9.519118383650782e-05
"Post_Repeat 2, 3",0.00014028465030862622,0.004068254858950162,0.0,4.676155010287541e-05
