block,transitions,transversions,insertions,deletions
0.1,0.004524852042661892,0.00484642703798497,9.298086780549719e-05,8.224838482107324e-05
0.2,0.0074176070807128345,0.008028691800983107,0.00021468808348702216,0.000302915352632087
0.30000000000000004,0.007063875155108227,0.007805803012816837,0.0003556846210241471,0.00034169945955932185
0.4,0.0068120014678328,0.0073911592820403455,0.00035767614687739406,0.0004648139625246535
0.5,0.00667220400395946,0.007714170396943074,0.00032586836573912333,0.00048157490201388917
0.6,0.0067349401995059725,0.00739691672295495,0.0003014527821424056,0.0004418883771672196
0.7,0.006740623093678065,0.007620279344825423,0.00028616369570571903,0.00037654749808463937
0.7999999999999999,0.00683905802740927,0.007550091730043812,0.0002821272460484243,0.00039847175362559326
0.9,0.007144645919261408,0.00782797901788069,0.0001566856662661234,0.0002483280957122186
1.0,0.0026449093009172377,0.002747441941850011,2.8733459480863325e-05,6.628028460165779e-05
