GC,Q_score
0.0,0.0
0.05,0.0
0.1,0.0
0.15,0.0
0.2,71.63
0.25,90.14685714285716
0.3,89.9005
0.35,87.76294736842107
0.4,89.4274367088608
0.45,89.45636907625718
0.5,89.54635566543205
0.55,89.46068176431874
0.6,89.26754228065585
0.65,89.50282584353491
0.7,88.81790055248621
0.75,0.0
0.8,0.0
0.85,0.0
0.9,0.0
0.95,0.0
