name,transitions,transversions,insertions,deletions
flat,0.017713871323852062,0.007674471239786233,0.001482699529323732,0.0022402157997570404
all_polymers,0.018912856755529457,0.0030745962425812673,0.0,0.008024805438610255
post_all_polymer,0.014166304982913125,0.003028600160208893,0.0036014858800956723,0.009288251145486497
AT_polymers,0.018111407268635582,0.004118852600843801,0.0,0.007853248289806205
post_AT_polymers,0.01387140001590979,0.003487401030547427,0.001464172716584976,0.008938197938276302
GC_polymers,0.010091334888726572,0.0024180909293044024,0.0,0.007980376952848684
post_GC_polymers,0.015316222543374248,0.0021789170239155404,0.008183106726763046,0.010453153445547068
"Repeat 3, 3",5.11443549418233e-05,0.0,0.0,0.0
"Post_Repeat 3, 3",0.0,0.0,0.0,0.0
"Repeat 2, 3",0.010272527863741556,8.859139536727027e-05,0.0,0.0005600181512318518
"Post_Repeat 2, 3",0.0003102506825515016,0.0006712696586114307,0.0002237565528704769,0.0005913566040148318
