GC,Q_score
0.0,0.0
0.05,0.0
0.1,0.0
0.15,0.0
0.2,0.0
0.25,31.930517241379295
0.3,32.65244956772337
0.35,31.697982110912353
0.4,30.65025603046976
0.45,32.16707860262002
0.5,30.950793413173642
0.55,29.60833881578949
0.6,29.173000000000002
0.65,0.0
0.7,0.0
0.75,0.0
0.8,0.0
0.85,0.0
0.9,0.0
0.95,0.0
