name,transitions,transversions,insertions,deletions
flat,0.005863874345549738,0.0006282722513089005,0.000418848167539267,0.0014659685863874345
all_polymers,0.014180431777745929,0.0018939393939393938,0.0,0.0050261901515727325
post_all_polymer,0.05454545454545456,0.0,0.05,0.018181818181818184
AT_polymers,0.006778626554087019,0.0018939393939393938,0.0,0.006314761076665839
post_AT_polymers,0.05454545454545456,0.0,0.05,0.018181818181818184
GC_polymers,0.0074719800747198,0.0,0.0,0.0
post_GC_polymers,0.0,0.0,0.0,0.0
"Repeat 3, 3",0.0,0.0,0.0,0.0
"Post_Repeat 3, 3",0.0,0.0,0.0,0.0
"Repeat 2, 3",0.0,0.0,0.0,0.0
"Post_Repeat 2, 3",0.0,0.0,0.0,0.0
