GC_content,transitions,transversions,insertions,deletions
0.0,0.0,0.0,0.0,0.0
0.05,0.045,0.0,0.01,0.005
0.1,0.0,0.0,0.0,0.0
0.15,0.0,0.0,0.0,0.0
0.2,0.0,0.0,0.0,0.0016666666666666668
0.25,0.0,0.0,0.0,0.0
0.3,0.004,0.0,0.0,0.0008
0.35,0.0014285714285714286,0.0,0.0,0.0
0.4,0.0022222222222222222,0.0022222222222222222,0.0,0.0011111111111111111
0.45,0.0033333333333333335,0.0,0.0,0.0
0.5,0.0,0.0,0.0,0.0
0.55,0.0,0.0,0.0,0.0
0.6,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0
0.7,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0
0.8,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0
0.9,0.0,0.0,0.0,0.0
0.95,0.0,0.0,0.0,0.0
