GC_content,transitions,transversions,insertions,deletions
0.0,0.0,0.0,0.0,0.0
0.05,0.05,0.0,0.0,0.01
0.1,0.08,0.0,0.0,0.02
0.15,0.0,0.0,0.0011111111111111111,0.003333333333333333
0.2,0.002156862745098039,0.003333333333333333,0.0037254901960784314,0.002549019607843137
0.25,0.0017877094972067046,0.0025698324022346377,0.0038547486033519577,0.0020670391061452524
0.3,0.001878980891719746,0.0029617834394904475,0.0038853503184713397,0.0015923566878980903
0.35,0.002725563909774438,0.0031766917293233107,0.002838345864661656,0.001936090225563911
0.4,0.0026284584980237175,0.0028656126482213455,0.002351778656126484,0.0016403162055335981
0.45,0.0013463597430406636,0.0007748929336188372,0.0012754282655246065,0.0007976445396145511
0.5,0.001195652173913025,0.0006379962192816578,0.0010456049149338224,0.0007159735349716352
0.55,0.0013643865761965722,0.0016046213093709766,0.0014010636346964808,0.0010893086374472627
0.6,0.0013287201625190625,0.0009617826307770304,0.002944388014220421,0.000840528186896888
0.65,0.0008940938010247072,0.0006454216166507291,0.001580429029897055,0.0006168946943678418
0.7,0.0008021240916713278,0.0008410657723122851,0.0013286752375628991,0.0006791503633314901
0.75,0.0010424544105681536,0.001762312736323195,0.0022553008184559593,0.0010170870626525811
0.8,0.0006780678067806657,0.0010993956538511162,0.0013929964425014457,0.0007595045218807576
0.85,0.0035714285714285713,0.012857142857142864,0.011190476190476193,0.005
0.9,0.00125,0.01875,0.005,0.0025
0.95,0.0022222222222222222,0.021111111111111112,0.0044444444444444444,0.0044444444444444444
