Run,Avg_Q_score,GC_polymer,AT_polymer,All_polymer,Repeat_Size_2,Repeat_Size_3
SRR13893738_1_GC_Q.csv,37.798494377811956,34.4305011394585,37.7194588661764,36.074980002817455,34.16430796291156,37.392132202981095
