GC_content,transitions,transversions,insertions,deletions
0.0,0.0025,0.00125,0.0,0.0
0.05,0.00029411764705882356,0.0005882352941176471,0.0011764705882352942,0.0005882352941176471
0.1,0.0014583333333333334,0.0022916666666666662,0.0012499999999999998,0.001979166666666667
0.15,0.005472103004291842,0.008347639484978528,0.0027467811158798303,0.003326180257510732
0.2,0.006007081038552255,0.006601101494885882,0.00302517702596377,0.003579858379228911
0.25,0.005290806754221447,0.00501474135620483,0.00316135084427772,0.003461538461538522
0.3,0.005210942158616655,0.004852415026833683,0.0028041144901610545,0.0033430232558139933
0.35,0.005856154255633939,0.005599455846690911,0.0027864198261075518,0.003311646063760591
0.4,0.005715586690017651,0.005089316987740893,0.0029996497373030095,0.003466900175131386
0.45,0.005423304098800868,0.004623232504027237,0.002666010381242252,0.003394487202434279
0.5,0.005585432266848262,0.004534830950760209,0.002845473110959887,0.0034138869979578666
0.55,0.005455517917632427,0.004367980032091301,0.002654662150115841,0.003373150294170061
0.6,0.006175832127351599,0.005061505065122951,0.0030607814761215222,0.003740955137481858
0.65,0.00799019607843132,0.006503267973856173,0.003374183006535931,0.004428104575163364
0.7,0.007033333333333336,0.005900000000000003,0.004033333333333336,0.005033333333333337
0.75,0.007218934911242607,0.005207100591715979,0.003254437869822486,0.0037869822485207113
0.8,0.005168539325842697,0.005168539325842697,0.0031460674157303375,0.0028089887640449437
0.85,0.0015094339622641507,0.008679245283018869,0.003207547169811321,0.0037735849056603774
0.9,0.01,0.004,0.006,0.004
0.95,0.0,0.0,0.0,0.0
