GC,Q_score
0.0,39.660404040404046
0.05,36.4570955882353
0.1,32.08737541528238
0.15,28.872621577441734
0.2,27.199508129805142
0.25,26.34360743625005
0.3,25.655874662779297
0.35,24.9821713717652
0.4,24.54422675185621
0.45,24.88868847927441
0.5,24.987097209861535
0.55,24.559155208263494
0.6,23.327270744625658
0.65,21.830178081575692
0.7,20.32637608318885
0.75,18.855276353276363
0.8,19.226518741921616
0.85,21.334846938775495
0.9,16.16552795031055
0.95,15.888529411764708
