name,transitions,transversions,insertions,deletions
flat,0.015620362855740744,0.009962363250957599,0.012863324240428934,0.018096575103233998
all_polymers,0.014976211252885811,0.010398706896001598,0.0,0.05333582394239988
post_all_polymer,0.01894194338477092,0.013462382224911204,0.018535811276527852,0.049148541812317856
AT_polymers,0.010039610896931601,0.009854714756608943,0.0,0.04697068373351475
post_AT_polymers,0.01954709662882737,0.013523688044281565,0.019811402463305216,0.04950034450509167
GC_polymers,0.029902202065006184,0.011535825388823705,0.0,0.07414779874300508
post_GC_polymers,0.015623978715275181,0.013275707100818223,0.015891542857636807,0.050519256930775094
"Repeat 3, 3",0.009192820072041166,0.004926062873974775,0.0,0.027887233074839816
"Post_Repeat 3, 3",0.007956108121073807,0.0027789375654410178,0.013170490636251133,0.025645279171909684
"Repeat 2, 3",0.011488178952167489,0.0076899721415818025,0.0,0.05233833338605737
"Post_Repeat 2, 3",0.014640781339835828,0.011132253248216638,0.01531629748946634,0.038228272469999026
