GC_content,transitions,transversions,insertions,deletions
0.0,0.0075806451612903235,0.011290322580645164,0.006290322580645163,0.009354838709677423
0.05,0.03322033898305078,0.007330508474576276,0.008559322033898309,0.009322033898305085
0.1,0.01944089456868996,0.013338658146964782,0.009089456869009508,0.013769968051118082
0.15,0.016401245551601665,0.013587633451957352,0.011926156583630004,0.015602758007117799
0.2,0.017603152335365736,0.013145321010066281,0.01191326951642041,0.016012955933318435
0.25,0.018712538093782642,0.013149760965950625,0.012255730317597096,0.016536533934157195
0.3,0.019933707337387325,0.013705919367551691,0.012443434101716427,0.016969592229210812
0.35,0.021367870532026396,0.014713318833518682,0.012808287782950982,0.01760209484017354
0.4,0.022229114582896066,0.01502111792761701,0.013221699843845467,0.018277289055358473
0.45,0.022472349561871836,0.014945975744202469,0.01334381709509906,0.01859606568791091
0.5,0.023479469694737878,0.015692294184778674,0.01402426175772464,0.019315607714582003
0.55,0.024311236919638966,0.016320796306172294,0.014350913014216047,0.01987563516553811
0.6,0.02657246853040377,0.01802183913856514,0.015381426621503724,0.021552499873611436
0.65,0.03009282451746039,0.019076175040519228,0.01575364667747219,0.022993959039340685
0.7,0.03165695253955064,0.02137385512073282,0.01656119900083284,0.02432139883430512
0.75,0.03396929824561406,0.02108552631578949,0.016195175438596283,0.02490131578947366
0.8,0.03203661327231103,0.021258581235697866,0.014645308924485024,0.02423340961098383
0.85,0.03506024096385541,0.02228915662650604,0.015903614457831335,0.02602409638554218
0.9,0.02866666666666667,0.03133333333333334,0.014,0.023333333333333338
0.95,0.03285714285714285,0.004285714285714286,0.015714285714285712,0.0014285714285714286
