GC_content,transitions,transversions,insertions,deletions
0.0,0.005671641791044778,0.01388059701492538,0.005671641791044778,0.005820895522388063
0.05,0.018205128205128214,0.010512820512820514,0.006923076923076925,0.00641025641025641
0.1,0.011093750000000003,0.0084375,0.00421875,0.008437500000000004
0.15,0.011691394658753677,0.008842729970326394,0.005756676557863506,0.008249258160237374
0.2,0.011447072072072056,0.008547297297297193,0.006255630630630537,0.009825450450450341
0.25,0.011930405965203054,0.008548053024026588,0.006168185584092978,0.010211267605633907
0.3,0.01254658385093205,0.008568840579710189,0.006182712215320899,0.010657349896480666
0.35,0.013007562536358801,0.008772542175683684,0.0059999999999999915,0.01073763816172241
0.4,0.01413200367405899,0.009208765253903788,0.006206534575515036,0.011253116388925738
0.45,0.014078544712683107,0.008888133287997358,0.005894253655219473,0.01078544712682774
0.5,0.01415836999305402,0.008599212780736377,0.005804584394535883,0.010520953924519655
0.55,0.013841344275107564,0.007952325127002753,0.005552950371238677,0.009902305588120431
0.6,0.014265536723163713,0.008220338983050782,0.005753295668549851,0.010527306967984807
0.65,0.016510989010988956,0.009642857142857125,0.006675824175824166,0.012197802197802156
0.7,0.020983606557377056,0.013278688524590168,0.010491803278688528,0.017704918032786895
0.75,0.013600000000000001,0.008800000000000002,0.0072000000000000015,0.012400000000000001
0.8,0.005555555555555556,0.005555555555555556,0.005555555555555556,0.012222222222222223
0.85,0.0,0.0,0.0,0.0
0.9,0.02666666666666667,0.006666666666666666,0.004666666666666667,0.006
0.95,0.0198529411764706,0.010882352941176473,0.0005882352941176471,0.00029411764705882356
