GC,Q_score
0.0,18.92354166666667
0.05,25.63076923076923
0.1,26.837187499999995
0.15,22.981965361445795
0.2,21.322243958573072
0.25,20.491316675782887
0.3,20.027569442279614
0.35,19.693484486659525
0.4,19.519708321124114
0.45,19.88148284954021
0.5,21.917612486087293
0.55,20.25598029039106
0.6,19.472399883234154
0.65,19.424453333333336
0.7,22.128322182192484
0.75,32.03317073170732
0.8,28.07
0.85,32.17793103448276
0.9,30.020882352941175
0.95,44.005432098765404
