name,transitions,transversions,insertions,deletions
flat,0.02434382428230017,0.016505994397272232,0.02527651016874166,0.0234405637924887
all_polymers,0.02063970646982521,0.014293368353139511,0.0,0.06299170973036364
post_all_polymer,0.023741311274244167,0.017933449970162083,0.03272169990443229,0.055693192010174024
AT_polymers,0.015169711292302237,0.013257578546097938,0.0,0.05747195804892893
post_AT_polymers,0.02286569871296385,0.018087666218647932,0.034241205810935774,0.05369423872730213
GC_polymers,0.032453274910845153,0.016307824824664453,0.0,0.07504851679330919
post_GC_polymers,0.021881581162381408,0.016510939508962545,0.025151446328188335,0.05959889419482791
"Repeat 3, 3",0.006818622255278481,0.004751534942223953,0.00017535662225496586,0.02193915116467407
"Post_Repeat 3, 3",0.008964231077633349,0.005002836298088532,0.01235867852714647,0.025100606161592643
"Repeat 2, 3",0.012700501363504696,0.0107791028792861,0.0,0.0598341824904625
"Post_Repeat 2, 3",0.01295013044213607,0.012146319664409438,0.021822826882064213,0.04256565813532437
