GC,Q_score
0.0,0.0
0.05,0.0
0.1,34.95664302059497
0.15,35.692458750055664
0.2,36.29941473836565
0.25,36.271900536704955
0.3,35.968032685360555
0.35,35.72557931760771
0.4,35.24578991401424
0.45,35.01940110581566
0.5,34.65851809729352
0.55,34.27303346732203
0.6,33.675312302851275
0.65,32.76183369657584
0.7,30.470430112814764
0.75,30.235689692111738
0.8,29.167729831144467
0.85,0.0
0.9,0.0
0.95,28.60518642046619
