block,transitions,transversions,insertions,deletions
0.1,0.02910051532501802,0.01293937842904519,0.00011272465418769025,4.080759037504012e-05
0.2,0.03499632607425058,0.015046224425958564,0.00011523063944199043,0.00010507031214077224
0.30000000000000004,0.03580160999384977,0.01546920670924401,9.536936305362655e-05,0.00012739066012670431
0.4,0.03633039885488936,0.014962107492881443,0.000100708110008974,0.00011044342790009375
0.5,0.03623226201501018,0.014905990714035037,0.00013282230617589404,0.00017769452028373268
0.6,0.036605613950259776,0.014891331740754339,0.00011711189747803214,0.00016183937530618247
0.7,0.03508350199170546,0.015441736519733571,9.341052998068384e-05,0.00013469719347585147
0.7999999999999999,0.03560192164306203,0.015313990531378918,0.00011281880369488773,9.445476714420661e-05
0.9,0.034954577496046975,0.015033216242181735,8.718533109182984e-05,0.00011440841368668593
1.0,0.026713134696359365,0.011672492788757757,2.9477760209032693e-05,2.907540814221609e-05
