name,transitions,transversions,insertions,deletions
flat,0.011476754644123005,0.005285953768555977,8.905796573976408e-06,8.814921098731751e-06
all_polymers,0.006755657665088769,0.0039575571386562215,0.0,0.00017064947279058464
post_all_polymer,0.011052615571964486,0.0055050182987819996,0.00011093402002243539,0.00015856782193368323
AT_polymers,0.005622878534023551,0.0027970862647849993,0.0,0.00018150435336357836
post_AT_polymers,0.009532595551433489,0.003732466079798107,7.966550881591718e-05,0.00017506323936036658
GC_polymers,0.00680364201449939,0.004534510811940853,0.0,7.424425311581816e-05
post_GC_polymers,0.009615658208815655,0.006245177209291277,0.00010172149340867581,5.2575153896618956e-05
"Repeat 3, 3",0.0003336667614593605,0.00014420069383963937,0.0,3.5716816505855265e-06
"Post_Repeat 3, 3",0.00034973906722533484,0.0002194441206119748,0.0,0.0
"Repeat 2, 3",0.0013838845287759323,0.0006480622463697854,0.0,3.085932946105895e-05
"Post_Repeat 2, 3",0.0011212223037518087,0.0005417526727608127,2.0572886307372636e-05,6.857628769124212e-06
