GC,Q_score
0.0,0.0
0.05,0.0
0.1,0.0
0.15,0.0
0.2,0.0
0.25,38.305
0.3,37.63
0.35,33.3584375
0.4,37.12579316564774
0.45,36.734531824610386
0.5,37.013177199174386
0.55,37.0603498542274
0.6,33.895748299319735
0.65,36.24095571095571
0.7,33.02571428571429
0.75,0.0
0.8,0.0
0.85,0.0
0.9,0.0
0.95,0.0
