GC_content,transitions,transversions,insertions,deletions
0.0,0.0,0.0,0.0,0.0
0.05,0.0,0.0,0.0,0.0
0.1,0.0,0.0,0.0,0.0
0.15,0.0,0.0,0.0,0.0
0.2,0.0033333333333333335,0.0,0.0,0.01
0.25,0.0033333333333333335,0.0,0.0,0.01
0.3,0.002857142857142857,0.008571428571428572,0.0,0.01
0.35,0.0067114093959731586,0.005436241610738257,0.005771812080536916,0.010201342281879203
0.4,0.005456989247311831,0.00629032258064516,0.0006451612903225809,0.01005376344086012
0.45,0.0025247524752475257,0.00524752475247525,0.0002970297029702971,0.010000000000000004
0.5,0.004545454545454545,0.0018181818181818182,0.0036363636363636364,0.010000000000000002
0.55,0.004285714285714286,0.005714285714285714,0.0004761904761904762,0.010000000000000002
0.6,0.0014285714285714286,0.0037142857142857142,0.001142857142857143,0.010000000000000004
0.65,0.0,0.01,0.0,0.01
0.7,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0
0.8,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0
0.9,0.0,0.0,0.0,0.0
0.95,0.0,0.0,0.0,0.0
