name,transitions,transversions,insertions,deletions
flat,0.0017674647084265935,0.0013950466863848119,3.063781405500191e-05,3.34230698781839e-05
all_polymers,0.0016150033869590321,0.0012216258805127296,0.0,0.0005821664628322098
post_all_polymer,0.0020617341910706736,0.002114211352539163,0.00014897276182671018,0.0004654579228675572
AT_polymers,0.0014983876635003865,0.001131614319192891,0.0,0.000635500984675287
post_AT_polymers,0.0016837600833261505,0.001723102285988329,0.0001663162271101343,0.0005095831985209762
GC_polymers,0.0012384453634060276,0.0009498378321981399,0.0,0.00013859634857299713
post_GC_polymers,0.001894958709366822,0.001737279885424174,9.294312798928797e-05,0.0002053165179424339
"Repeat 3, 3",8.115544763016575e-05,7.91996736508393e-05,0.0,5.820767557880749e-05
"Post_Repeat 3, 3",0.00010024082396727351,4.0588309091043265e-05,3.6898462810039335e-06,5.7807591735728285e-05
"Repeat 2, 3",0.00045028565272091397,0.0003103322484629053,0.0,0.00016244086581550593
"Post_Repeat 2, 3",0.0004377036224099475,0.00032260970293691854,6.0214777166668954e-05,0.00023021419499092232
