GC_content,transitions,transversions,insertions,deletions
0.0,0.0,0.0,0.0,0.0
0.05,0.0,0.0,0.0,0.0
0.1,0.017499999999999998,0.0,0.0,0.015000000000000001
0.15,0.004666666666666667,0.007333333333333333,0.0,0.010666666666666666
0.2,0.005666666666666668,0.011500000000000002,0.0006666666666666666,0.010000000000000005
0.25,0.004210526315789475,0.00568421052631579,0.00031578947368421053,0.010000000000000007
0.3,0.004819277108433737,0.006867469879518076,0.00042168674698795186,0.010120481927710851
0.35,0.005363128491620114,0.007821229050279334,0.0002793296089385475,0.010167597765363136
0.4,0.006580645161290325,0.009935483870967748,0.00025806451612903227,0.010129032258064524
0.45,0.004647887323943662,0.006478873239436621,0.00014084507042253522,0.010000000000000005
0.5,0.0074358974358974365,0.00871794871794872,0.0002564102564102564,0.010000000000000005
0.55,0.003333333333333333,0.002857142857142857,0.0009523809523809524,0.010000000000000002
0.6,0.003076923076923077,0.006923076923076922,0.0,0.009999999999999998
0.65,0.0016666666666666668,0.008333333333333333,0.0,0.01
0.7,0.0,0.0,0.0,0.0
0.75,0.02,0.01,0.0,0.01
0.8,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.01
0.9,0.0,0.0,0.0,0.0
0.95,0.0,0.0,0.0,0.0
