homopolymer_size,transitions,transversions,insertions,deletions
3,0.004807692307692308,0.04112580128205128,0.0,0.0
4,0.0,0.024439102564102564,0.0,0.0
5,0.0,0.025,0.0,0.0
6,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0
