name,transitions,transversions,insertions,deletions
flat,0.003908048926344509,0.003659690875608616,0.00013499801524194613,8.884975754930923e-05
all_polymers,0.004500852786217032,0.005251937607544214,0.0,0.001473520767512083
post_all_polymer,0.0034248945677886737,0.004330673670469704,0.000327512233146921,0.0010671716721438686
AT_polymers,0.004071926174962094,0.004826777520983527,0.0,0.001362095304043966
post_AT_polymers,0.003045553209636441,0.004184366667681106,0.00035736108037462595,0.0010792724682606159
GC_polymers,0.0034151778546298267,0.002889902082486899,0.0,0.0006907226052187999
post_GC_polymers,0.003146000740610433,0.0026931316677860457,0.0001110050841233637,0.000662788738825605
"Repeat 3, 3",0.0002048935822151851,0.00022037218075946348,0.0,7.94451626917808e-05
"Post_Repeat 3, 3",0.000546944095331192,0.00022110505981473723,9.309686729041568e-06,0.0003685084330245621
"Repeat 2, 3",0.0011105065304955568,0.00046518914802785134,0.0,0.0002128764119128557
"Post_Repeat 2, 3",0.0006123335616423174,0.0010900091545252835,4.7324240872627965e-05,0.0002748574177145606
