GC,Q_score
0.0,6.857142857142857
0.05,7.655172413793103
0.1,11.027027027027026
0.15,14.25
0.2,20.477678571428573
0.25,22.798475867908554
0.3,22.78604651162791
0.35,22.966199505358617
0.4,21.992585727525487
0.45,21.5625
0.5,21.428571428571427
0.55,19.657015590200444
0.6,19.05095541401274
0.65,15.593639575971732
0.7,11.678571428571429
0.75,12.642857142857142
0.8,9.75
0.85,8.4
0.9,3.0
0.95,0.0
